loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,open_acc,missing_amnt
10000, 36 months,10+ years,MORTGAGE,48000.0,Verified,Fully Paid,debt_consolidation,AZ,2.38,0,7,0
8000, 36 months,< 1 year,RENT,72000.0,Verified,Fully Paid,credit_card,MN,14.28,0,7,0
20000, 36 months,1 year,MORTGAGE,90000.0,Verified,Fully Paid,credit_card,FL,14.55,0,9,0
6000, 36 months,3 years,RENT,125000.0,Not Verified,Fully Paid,moving,NY,11.11,0,19,0
20000, 36 months,5 years,RENT,50004.0,Verified,Fully Paid,credit_card,VA,21.48,0,8,0
12500, 36 months,10+ years,MORTGAGE,135996.0,Verified,Fully Paid,other,AL,5.87,0,6,0
20000, 36 months,9 years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,CO,16.63,0,12,0
19800, 36 months,10+ years,RENT,116000.0,Verified,Fully Paid,debt_consolidation,MD,1.29,0,7,0
6500, 36 months,< 1 year,RENT,21840.0,Verified,Fully Paid,other,KY,8.74,0,4,0
1000, 36 months,1 year,RENT,37000.0,Source Verified,Fully Paid,major_purchase,CA,18.26,0,6,0
15000, 36 months,4 years,RENT,52000.0,Verified,Fully Paid,debt_consolidation,MA,8.88,0,4,0
12300, 36 months,1 year,MORTGAGE,31200.0,Source Verified,Fully Paid,debt_consolidation,TX,22.12,0,7,0
10000, 36 months,4 years,MORTGAGE,100000.0,Not Verified,Fully Paid,home_improvement,MI,15.67,0,9,0
2000, 36 months,10+ years,MORTGAGE,188004.0,Verified,Fully Paid,other,AZ,8.55,0,10,0
5000, 36 months,8 years,MORTGAGE,39500.0,Not Verified,Fully Paid,major_purchase,SC,10.27,0,5,0
4500, 36 months,4 years,MORTGAGE,100000.0,Not Verified,Fully Paid,car,IL,9.6,0,22,0
17500, 36 months,3 years,MORTGAGE,78948.0,Verified,Fully Paid,other,IL,0.3,0,7,0
18500, 36 months,3 years,RENT,145000.0,Verified,Fully Paid,debt_consolidation,CA,1.62,0,6,0
12000, 36 months,10+ years,OWN,57300.0,Not Verified,Fully Paid,major_purchase,NY,16.27,0,8,0
20000, 36 months,10+ years,RENT,90000.0,Verified,Fully Paid,debt_consolidation,CA,18.03,0,4,0
9000, 36 months,< 1 year,MORTGAGE,130008.0,Source Verified,Fully Paid,home_improvement,MA,1.68,0,6,0
4500, 36 months,2 years,RENT,44004.0,Not Verified,Fully Paid,medical,MA,15.3,0,10,0
7600, 36 months,1 year,RENT,44208.0,Not Verified,Fully Paid,credit_card,NV,5.67,0,6,0
13000, 36 months,3 years,MORTGAGE,56004.0,Source Verified,Fully Paid,credit_card,NM,17.96,0,12,0
10400, 36 months,2 years,RENT,41004.0,Not Verified,Fully Paid,other,PA,11.5,0,9,0
5000, 36 months,1 year,RENT,36000.0,Verified,Fully Paid,major_purchase,IL,9.37,2,6,0
12000, 36 months,2 years,OWN,39996.0,Not Verified,Fully Paid,debt_consolidation,OH,13.68,0,6,0
12000, 36 months,1 year,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,CA,16.27,0,13,0
1000, 36 months,10+ years,MORTGAGE,42588.0,Verified,Fully Paid,home_improvement,WA,17.75,0,5,0
5000, 36 months,3 years,OTHER,60000.0,Not Verified,Fully Paid,other,SC,13.72,0,11,0
12500, 36 months,4 years,RENT,42000.0,Verified,Fully Paid,debt_consolidation,CA,14.86,0,8,0
15250, 36 months,3 years,MORTGAGE,160000.0,Verified,Fully Paid,small_business,AZ,19.72,0,19,0
10000, 36 months,2 years,RENT,39996.0,Source Verified,Fully Paid,educational,NJ,4.71,0,6,0
10000, 36 months,1 year,MORTGAGE,122000.0,Verified,Fully Paid,debt_consolidation,AL,14.5,0,11,0
5000, 36 months,2 years,RENT,19200.0,Not Verified,Fully Paid,debt_consolidation,LA,12.06,0,8,0
10500, 36 months,2 years,OWN,70500.0,Verified,Charged Off,small_business,OR,22.21,0,14,0
14000, 36 months,4 years,RENT,110000.0,Not Verified,Charged Off,debt_consolidation,FL,20.04,0,15,0
6000, 36 months,< 1 year,MORTGAGE,30000.0,Verified,Fully Paid,educational,CT,10.84,0,14,0
20000, 36 months,1 year,RENT,45000.0,Verified,Fully Paid,debt_consolidation,CA,7.95,0,10,0
5000, 36 months,< 1 year,OWN,50004.0,Not Verified,Fully Paid,debt_consolidation,NY,18.57,0,14,0
20000, 36 months,1 year,MORTGAGE,101000.0,Verified,Fully Paid,small_business,MA,14.48,0,18,0
5000, 36 months,5 years,RENT,83100.0,Verified,Fully Paid,debt_consolidation,MI,7.52,0,6,0
15000, 36 months,10+ years,MORTGAGE,66000.0,Not Verified,Fully Paid,home_improvement,SC,13.98,0,8,0
5200, 36 months,< 1 year,RENT,35000.0,Verified,Fully Paid,debt_consolidation,AZ,8.09,0,5,0
6500, 36 months,4 years,RENT,42500.0,Not Verified,Charged Off,medical,NY,13.16,0,6,0
9000, 36 months,1 year,MORTGAGE,70000.0,Source Verified,Fully Paid,credit_card,NV,10.83,0,11,0
7500, 36 months,1 year,RENT,56400.0,Not Verified,Fully Paid,wedding,CA,9.68,0,5,0
1000, 36 months,6 years,MORTGAGE,26650.0,Verified,Fully Paid,credit_card,TX,21.12,2,8,0
12000, 36 months,3 years,RENT,52000.0,Source Verified,Fully Paid,debt_consolidation,MO,15.48,0,10,0
8000, 36 months,3 years,RENT,62000.0,Source Verified,Fully Paid,debt_consolidation,MA,9.54,0,14,0
20000, 36 months,6 years,RENT,78000.0,Verified,Fully Paid,debt_consolidation,MI,20.52,0,25,0
4000, 36 months,10+ years,RENT,45000.0,Not Verified,Fully Paid,wedding,CA,23.95,0,3,0
7200, 36 months,1 year,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,GA,22.77,0,8,0
20000, 36 months,2 years,RENT,60000.0,Not Verified,Fully Paid,small_business,CA,15.9,0,4,0
10800, 36 months,2 years,RENT,55000.0,Verified,Fully Paid,debt_consolidation,NJ,19.85,0,9,0
4000, 36 months,3 years,RENT,52600.0,Verified,Fully Paid,moving,MN,13.19,0,7,0
9300, 36 months,9 years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,NJ,4.12,0,5,0
2600, 36 months,3 years,RENT,27000.0,Not Verified,Fully Paid,credit_card,MI,9.51,1,8,0
3000, 36 months,1 year,RENT,42000.0,Verified,Fully Paid,debt_consolidation,MN,24.75,0,10,0
2000, 36 months,2 years,RENT,42000.0,Not Verified,Fully Paid,educational,OK,13.49,0,9,0
4000, 36 months,2 years,RENT,35004.0,Not Verified,Fully Paid,debt_consolidation,MO,2.3,0,5,0
3500, 36 months,10+ years,MORTGAGE,35000.0,Not Verified,Fully Paid,major_purchase,TX,7.58,0,15,0
14000, 36 months,2 years,MORTGAGE,70000.0,Verified,Fully Paid,debt_consolidation,VA,12.75,0,32,0
3000, 36 months,2 years,RENT,47208.0,Not Verified,Fully Paid,debt_consolidation,NY,3.05,0,7,0
20000, 36 months,1 year,RENT,100000.0,Verified,Fully Paid,small_business,TX,12.65,0,14,0
12000, 36 months,5 years,MORTGAGE,78000.0,Verified,Fully Paid,debt_consolidation,OR,23.72,0,13,0
3000, 36 months,2 years,RENT,64200.0,Verified,Fully Paid,car,CA,1.27,0,5,0
5000, 36 months,6 years,MORTGAGE,72000.0,Verified,Fully Paid,debt_consolidation,AZ,24.73,0,8,0
1000, 36 months,< 1 year,RENT,12000.0,Not Verified,Charged Off,other,MI,14.0,0,8,0
20000, 36 months,10+ years,RENT,84000.0,Verified,Fully Paid,credit_card,CA,20.03,0,22,0
14000, 36 months,2 years,RENT,75000.0,Verified,Fully Paid,debt_consolidation,PA,16.32,0,12,0
4800, 36 months,< 1 year,OTHER,63200.0,Verified,Fully Paid,major_purchase,GA,11.94,2,9,0
7750, 36 months,4 years,RENT,26000.0,Verified,Fully Paid,credit_card,TX,17.54,0,5,0
5000, 36 months,3 years,MORTGAGE,40000.0,Not Verified,Fully Paid,major_purchase,MI,6.87,0,6,0
4800, 36 months,1 year,MORTGAGE,57996.0,Not Verified,Fully Paid,moving,DE,8.07,0,12,0
20000, 36 months,3 years,MORTGAGE,190000.0,Verified,Fully Paid,credit_card,CA,24.04,0,15,0
8000, 36 months,10+ years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,NM,13.38,0,8,0
20000, 36 months,3 years,RENT,66996.0,Verified,Fully Paid,debt_consolidation,VA,20.11,0,6,0
18000, 36 months,< 1 year,MORTGAGE,245000.0,Verified,Fully Paid,credit_card,FL,15.67,1,13,0
12000, 36 months,< 1 year,RENT,32000.0,Verified,Fully Paid,debt_consolidation,CA,18.0,0,9,0
10000, 36 months,4 years,RENT,73000.0,Verified,Fully Paid,major_purchase,OH,6.87,0,9,0
6000, 36 months,< 1 year,RENT,65004.0,Verified,Fully Paid,wedding,NJ,13.09,0,14,0
5000, 36 months,< 1 year,OWN,15000.0,Verified,Fully Paid,debt_consolidation,NM,15.6,0,8,0
11000, 36 months,5 years,RENT,69000.0,Verified,Fully Paid,debt_consolidation,DC,12.7,0,15,0
7000, 36 months,1 year,RENT,52000.0,Verified,Fully Paid,debt_consolidation,MA,2.58,0,8,0
9850, 36 months,< 1 year,MORTGAGE,32000.0,Verified,Fully Paid,debt_consolidation,GA,16.95,0,8,0
7500, 36 months,1 year,MORTGAGE,31200.0,Verified,Fully Paid,home_improvement,UT,3.08,0,6,0
4800, 36 months,2 years,RENT,50000.0,Verified,Fully Paid,educational,FL,11.98,0,7,0
19000, 36 months,1 year,RENT,175000.0,Verified,Fully Paid,credit_card,CA,12.73,0,12,0
2800, 36 months,3 years,MORTGAGE,45325.0,Verified,Charged Off,wedding,CA,3.52,0,5,0
10000, 36 months,10+ years,MORTGAGE,70000.0,Verified,Fully Paid,home_improvement,CT,15.1,0,9,0
5000, 36 months,5 years,OWN,33004.0,Source Verified,Fully Paid,moving,CA,2.29,0,10,0
18000, 36 months,9 years,RENT,95000.0,Verified,Fully Paid,small_business,CA,17.38,0,12,0
7200, 36 months,5 years,MORTGAGE,75000.0,Verified,Fully Paid,other,FL,18.13,0,15,0
16000, 36 months,4 years,RENT,65000.0,Not Verified,Fully Paid,home_improvement,FL,4.91,0,5,0
9200, 36 months,10+ years,MORTGAGE,61476.0,Not Verified,Fully Paid,debt_consolidation,GA,1.78,0,6,0
13000, 36 months,< 1 year,RENT,78000.0,Verified,Fully Paid,debt_consolidation,MD,6.26,0,13,0
20000, 36 months,10+ years,RENT,85155.29,Verified,Fully Paid,credit_card,CT,15.15,0,9,0
20000, 36 months,< 1 year,RENT,99996.0,Verified,Fully Paid,debt_consolidation,NY,20.93,0,21,0
12000, 36 months,5 years,MORTGAGE,100000.0,Source Verified,Fully Paid,home_improvement,NY,17.09,0,15,0
9000, 36 months,6 years,MORTGAGE,75000.0,Verified,Fully Paid,major_purchase,NJ,4.83,0,5,0
20000, 36 months,1 year,MORTGAGE,105000.0,Verified,Fully Paid,debt_consolidation,WA,3.69,0,7,0
15000, 36 months,< 1 year,MORTGAGE,65000.0,Source Verified,Fully Paid,debt_consolidation,CA,12.02,0,8,0
12900, 36 months,6 years,MORTGAGE,60000.0,Not Verified,Fully Paid,debt_consolidation,WA,6.24,0,9,0
15000, 36 months,< 1 year,MORTGAGE,80000.0,Verified,Fully Paid,major_purchase,NY,0.66,0,5,0
12800, 36 months,< 1 year,RENT,44640.0,Verified,Fully Paid,credit_card,SC,10.65,0,19,0
10000, 36 months,8 years,MORTGAGE,135000.0,Verified,Fully Paid,small_business,TX,21.85,0,17,0
10000, 36 months,1 year,RENT,135000.0,Verified,Fully Paid,debt_consolidation,MI,7.7,0,11,0
8000, 36 months,2 years,MORTGAGE,64000.0,Source Verified,Fully Paid,debt_consolidation,AZ,8.91,0,4,0
9500, 36 months,3 years,MORTGAGE,85500.0,Verified,Fully Paid,home_improvement,AR,6.27,0,12,0
3375, 36 months,8 years,OWN,18000.0,Verified,Fully Paid,debt_consolidation,IL,24.2,0,10,0
11000, 36 months,1 year,RENT,27300.0,Verified,Fully Paid,debt_consolidation,CA,12.84,0,7,0
8000, 36 months,< 1 year,RENT,47000.0,Not Verified,Fully Paid,major_purchase,CA,2.32,0,4,0
4800, 36 months,2 years,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,SC,15.6,0,9,0
15850, 36 months,10+ years,OTHER,78411.0,Verified,Charged Off,debt_consolidation,CA,9.5,0,15,0
2400, 36 months,3 years,RENT,35000.0,Source Verified,Fully Paid,other,OH,21.79,0,6,0
7000, 36 months,< 1 year,RENT,90000.0,Verified,Fully Paid,car,NJ,4.88,0,9,0
15000, 36 months,3 years,OTHER,84996.0,Verified,Fully Paid,debt_consolidation,NY,10.02,0,17,0
5000, 36 months,3 years,RENT,40900.0,Verified,Fully Paid,small_business,CA,20.39,0,13,0
8000, 36 months,8 years,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,KS,17.7,0,12,0
3000, 36 months,4 years,MORTGAGE,50402.03,Not Verified,Fully Paid,credit_card,GA,11.45,0,23,0
7000, 36 months,3 years,MORTGAGE,85000.0,Source Verified,Fully Paid,wedding,WA,3.92,0,7,0
20000, 36 months,10+ years,MORTGAGE,165000.0,Verified,Fully Paid,credit_card,CA,16.83,0,9,0
8000, 36 months,2 years,RENT,60000.0,Not Verified,Fully Paid,other,IL,6.26,0,7,0
5000, 36 months,1 year,OTHER,70000.0,Not Verified,Fully Paid,educational,TX,14.52,0,18,0
6900, 36 months,< 1 year,MORTGAGE,39000.0,Source Verified,Fully Paid,home_improvement,TX,4.65,0,8,0
8000, 36 months,4 years,RENT,26000.0,Verified,Fully Paid,debt_consolidation,NJ,5.72,0,4,0
10800, 36 months,< 1 year,RENT,57000.0,Verified,Fully Paid,credit_card,TX,19.03,0,6,0
6500, 36 months,1 year,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,FL,16.54,0,6,0
4800, 36 months,10+ years,RENT,35000.0,Not Verified,Fully Paid,credit_card,WV,23.66,0,12,0
20000, 36 months,5 years,MORTGAGE,105000.0,Verified,Fully Paid,debt_consolidation,NM,7.23,0,6,0
15000, 36 months,1 year,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,FL,7.35,0,7,0
6500, 36 months,10+ years,OWN,62500.0,Verified,Fully Paid,medical,FL,9.23,0,8,0
6350, 36 months,< 1 year,MORTGAGE,36000.0,Verified,Fully Paid,credit_card,PA,21.6,0,8,0
5750, 36 months,1 year,MORTGAGE,42000.0,Verified,Fully Paid,car,MI,13.19,1,6,0
4575, 36 months,1 year,OWN,24996.0,Not Verified,Fully Paid,debt_consolidation,CO,23.62,0,3,0
9000, 36 months,4 years,RENT,84800.0,Verified,Fully Paid,house,AZ,21.4,0,9,0
7500, 36 months,7 years,RENT,50000.0,Verified,Charged Off,debt_consolidation,MA,13.9,0,7,0
11000, 36 months,5 years,RENT,47160.0,Not Verified,Fully Paid,credit_card,KY,19.52,0,11,0
2500, 36 months,10+ years,RENT,38060.0,Verified,Fully Paid,other,MA,10.97,0,12,0
4700, 36 months,2 years,OWN,19200.0,Source Verified,Fully Paid,debt_consolidation,NJ,8.56,1,3,0
19125, 36 months,2 years,RENT,90200.0,Verified,Fully Paid,credit_card,NY,10.28,0,12,0
5750, 36 months,3 years,RENT,45900.0,Not Verified,Fully Paid,debt_consolidation,CO,20.94,0,7,0
1250, 36 months,4 years,OWN,29500.0,Not Verified,Fully Paid,other,MT,21.4,0,15,0
4900, 36 months,3 years,RENT,70000.0,Verified,Fully Paid,debt_consolidation,FL,17.5,0,12,0
8600, 36 months,1 year,RENT,36500.0,Not Verified,Fully Paid,car,CT,18.58,0,7,0
18000, 36 months,1 year,OWN,43236.0,Verified,Fully Paid,other,MD,13.27,0,8,0
7200, 36 months,10+ years,MORTGAGE,82000.0,Verified,Fully Paid,home_improvement,NY,8.97,0,17,0
4500, 36 months,1 year,RENT,35000.0,Not Verified,Fully Paid,credit_card,NH,19.78,0,7,0
2500, 36 months,9 years,OWN,35000.0,Source Verified,Fully Paid,educational,RI,18.62,0,8,0
10000, 36 months,3 years,RENT,60350.0,Source Verified,Fully Paid,credit_card,NY,4.24,0,12,0
7000, 36 months,4 years,RENT,31221.0,Verified,Fully Paid,debt_consolidation,TX,5.69,0,6,0
20000, 36 months,4 years,RENT,40000.0,Verified,Fully Paid,debt_consolidation,MA,17.76,0,10,0
20000, 36 months,10+ years,MORTGAGE,108000.0,Verified,Fully Paid,credit_card,GA,15.77,0,16,0
3500, 36 months,< 1 year,MORTGAGE,30000.0,Not Verified,Fully Paid,debt_consolidation,IL,2.24,0,9,0
1500, 36 months,4 years,OWN,18000.0,Source Verified,Fully Paid,other,PA,21.47,0,3,0
3000, 36 months,9 years,MORTGAGE,30000.0,Source Verified,Fully Paid,debt_consolidation,UT,10.4,0,12,0
2400, 36 months,< 1 year,OWN,36000.0,Source Verified,Fully Paid,moving,MD,7.0,0,5,0
7500, 36 months,10+ years,RENT,48000.0,Not Verified,Fully Paid,car,NY,20.51,0,9,0
7000, 36 months,7 years,RENT,30996.0,Verified,Fully Paid,debt_consolidation,NJ,8.32,2,3,0
8000, 36 months,10+ years,MORTGAGE,43000.0,Source Verified,Fully Paid,home_improvement,MO,16.02,0,6,0
8000, 36 months,4 years,RENT,47000.0,Source Verified,Charged Off,debt_consolidation,NJ,14.76,0,10,0
7400, 36 months,6 years,MORTGAGE,37000.0,Not Verified,Fully Paid,debt_consolidation,PA,13.43,0,9,0
6600, 36 months,3 years,RENT,70000.0,Source Verified,Fully Paid,medical,CA,5.26,0,3,0
8000, 36 months,8 years,MORTGAGE,48000.0,Source Verified,Fully Paid,other,FL,9.2,0,5,0
7000, 36 months,4 years,MORTGAGE,49000.0,Not Verified,Fully Paid,credit_card,NY,19.64,0,7,0
8000, 36 months,2 years,RENT,50000.0,Verified,Fully Paid,debt_consolidation,OH,9.96,0,5,0
10875, 36 months,9 years,RENT,41500.0,Verified,Charged Off,credit_card,FL,13.76,0,5,0
25000, 36 months,2 years,RENT,108000.0,Verified,Charged Off,debt_consolidation,CA,15.73,0,12,0
6000, 36 months,1 year,MORTGAGE,72000.0,Source Verified,Fully Paid,home_improvement,KY,3.3,0,3,0
10000, 36 months,< 1 year,RENT,70000.0,Verified,Fully Paid,moving,WI,0.82,0,6,0
16000, 36 months,1 year,MORTGAGE,78000.0,Verified,Fully Paid,major_purchase,WA,5.23,0,8,0
25000, 36 months,3 years,MORTGAGE,116736.0,Verified,Charged Off,other,IL,15.53,0,11,0
4000, 36 months,5 years,MORTGAGE,68004.0,Verified,Charged Off,educational,OH,19.76,0,7,0
20000, 36 months,10+ years,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,MN,6.75,0,7,0
7775, 36 months,10+ years,MORTGAGE,63000.0,Not Verified,Fully Paid,debt_consolidation,WA,14.86,0,10,0
12000, 36 months,5 years,RENT,60000.0,Verified,Fully Paid,credit_card,NJ,19.4,0,11,0
21125, 36 months,1 year,MORTGAGE,176608.0,Verified,Fully Paid,debt_consolidation,GA,11.47,0,15,0
7800, 36 months,5 years,RENT,34000.0,Not Verified,Charged Off,debt_consolidation,OH,21.18,0,18,0
7000, 36 months,9 years,MORTGAGE,40000.0,Source Verified,Fully Paid,debt_consolidation,VA,15.03,0,10,0
10000, 36 months,2 years,RENT,46000.0,Source Verified,Fully Paid,debt_consolidation,CA,12.83,0,13,0
1200, 36 months,4 years,MORTGAGE,32000.0,Not Verified,Fully Paid,home_improvement,TX,14.93,0,17,0
5000, 36 months,9 years,MORTGAGE,32400.0,Not Verified,Charged Off,debt_consolidation,OH,16.3,1,3,0
25000, 36 months,1 year,MORTGAGE,100000.0,Verified,Fully Paid,other,SC,21.05,0,10,0
15000, 36 months,10+ years,MORTGAGE,70000.0,Verified,Fully Paid,debt_consolidation,MO,7.83,0,16,0
12800, 36 months,7 years,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,OH,11.62,0,13,0
9300, 36 months,8 years,RENT,54996.0,Not Verified,Fully Paid,debt_consolidation,IL,12.15,0,10,0
5000, 36 months,< 1 year,RENT,50000.0,Verified,Fully Paid,debt_consolidation,NJ,2.5,0,3,0
8500, 36 months,9 years,MORTGAGE,42000.0,Source Verified,Fully Paid,home_improvement,RI,0.43,0,4,0
10000, 36 months,9 years,MORTGAGE,43700.0,Verified,Charged Off,other,TX,1.35,0,9,0
8800, 36 months,2 years,RENT,23800.0,Not Verified,Fully Paid,major_purchase,CA,2.37,0,5,0
10000, 36 months,2 years,RENT,92004.0,Verified,Charged Off,moving,MA,10.45,0,9,0
15000, 36 months,10+ years,MORTGAGE,95000.0,Verified,Charged Off,credit_card,CA,9.75,0,15,0
5000, 36 months,2 years,RENT,35880.0,Not Verified,Fully Paid,other,NY,3.65,0,8,0
6000, 36 months,< 1 year,MORTGAGE,70000.0,Verified,Fully Paid,debt_consolidation,UT,7.99,0,8,0
6000, 36 months,10+ years,MORTGAGE,70000.0,Verified,Charged Off,debt_consolidation,CA,15.87,0,10,0
9250, 36 months,7 years,RENT,31000.0,Not Verified,Fully Paid,debt_consolidation,MN,19.9,3,8,0
5000, 36 months,4 years,MORTGAGE,30000.0,Not Verified,Charged Off,educational,FL,18.2,0,6,0
7750, 36 months,10+ years,MORTGAGE,53000.0,Verified,Charged Off,small_business,FL,15.26,0,5,0
12000, 36 months,4 years,RENT,70000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.86,0,7,0
25000, 36 months,< 1 year,RENT,85000.0,Verified,Fully Paid,debt_consolidation,CA,19.48,0,10,0
8500, 36 months,1 year,MORTGAGE,36156.0,Not Verified,Fully Paid,other,NV,9.23,0,4,0
10800, 36 months,5 years,MORTGAGE,48000.0,Verified,Fully Paid,credit_card,MD,22.45,0,8,0
13200, 36 months,1 year,MORTGAGE,60000.0,Source Verified,Fully Paid,debt_consolidation,AZ,7.26,0,8,0
21600, 36 months,10+ years,RENT,90000.0,Verified,Charged Off,debt_consolidation,CA,7.91,0,7,0
8000, 36 months,2 years,MORTGAGE,30000.0,Not Verified,Fully Paid,other,NV,4.28,0,5,0
9900, 36 months,4 years,RENT,41303.0,Not Verified,Fully Paid,debt_consolidation,FL,18.19,0,10,0
10000, 36 months,5 years,MORTGAGE,38000.0,Verified,Fully Paid,debt_consolidation,NV,7.14,0,13,0
8500, 36 months,< 1 year,RENT,25000.0,Verified,Fully Paid,debt_consolidation,PA,18.72,0,15,0
20000, 36 months,2 years,RENT,72000.0,Verified,Fully Paid,debt_consolidation,CT,14.12,0,11,0
20000, 36 months,< 1 year,RENT,75996.0,Verified,Fully Paid,debt_consolidation,MD,23.57,0,12,0
17000, 36 months,5 years,MORTGAGE,67642.0,Not Verified,Fully Paid,debt_consolidation,IL,11.82,0,11,0
11000, 36 months,< 1 year,RENT,51000.0,Verified,Fully Paid,other,CA,19.48,0,10,0
12000, 36 months,3 years,RENT,104000.0,Verified,Fully Paid,educational,CT,8.75,1,14,0
10000, 36 months,3 years,RENT,76000.0,Verified,Fully Paid,car,MO,12.55,0,9,0
10000, 36 months,1 year,RENT,51000.0,Verified,Fully Paid,small_business,OH,23.53,0,20,0
6000, 36 months,10+ years,MORTGAGE,68004.0,Verified,Fully Paid,other,NM,21.33,0,10,0
10000, 36 months,1 year,RENT,71020.0,Verified,Fully Paid,debt_consolidation,FL,9.8,1,10,0
14800, 36 months,7 years,MORTGAGE,60000.0,Verified,Charged Off,small_business,FL,1.58,0,3,0
6000, 36 months,3 years,RENT,48000.0,Not Verified,Fully Paid,debt_consolidation,NY,23.55,0,9,0
15000, 36 months,2 years,MORTGAGE,78000.0,Not Verified,Fully Paid,small_business,PA,9.18,0,7,0
4000, 36 months,2 years,RENT,69996.0,Not Verified,Fully Paid,debt_consolidation,NJ,2.43,0,7,0
5000, 36 months,10+ years,RENT,32000.0,Verified,Fully Paid,educational,SC,11.81,1,9,0
15000, 36 months,< 1 year,MORTGAGE,110000.0,Verified,Fully Paid,debt_consolidation,WA,10.37,0,15,0
15000, 36 months,10+ years,MORTGAGE,150000.0,Source Verified,Fully Paid,debt_consolidation,CO,11.67,0,14,0
12000, 36 months,4 years,RENT,74500.0,Not Verified,Charged Off,debt_consolidation,IL,18.22,0,12,0
10400, 36 months,7 years,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,CA,6.73,1,9,0
9600, 36 months,< 1 year,RENT,90000.0,Verified,Fully Paid,major_purchase,MA,12.72,2,15,0
8500, 36 months,6 years,OWN,50000.0,Source Verified,Fully Paid,debt_consolidation,GA,24.43,0,3,0
3000, 36 months,5 years,MORTGAGE,65200.0,Not Verified,Fully Paid,car,WV,17.21,0,15,0
7300, 36 months,4 years,MORTGAGE,30000.0,Not Verified,Fully Paid,debt_consolidation,WV,10.52,0,16,0
1500, 36 months,1 year,RENT,63000.0,Verified,Fully Paid,house,FL,16.9,0,9,0
7000, 36 months,7 years,MORTGAGE,65200.0,Verified,Fully Paid,credit_card,CO,10.25,0,11,0
3200, 36 months,10+ years,MORTGAGE,36500.0,Not Verified,Fully Paid,other,PA,18.15,0,16,0
4500, 36 months,2 years,OTHER,63000.0,Not Verified,Fully Paid,debt_consolidation,VA,13.33,0,13,0
4000, 36 months,2 years,RENT,39000.0,Not Verified,Charged Off,credit_card,NY,24.98,0,10,0
11000, 36 months,1 year,MORTGAGE,105000.0,Not Verified,Fully Paid,debt_consolidation,MI,4.33,0,12,0
2000, 36 months,6 years,RENT,25500.0,Source Verified,Fully Paid,debt_consolidation,AZ,14.64,1,9,0
10000, 36 months,1 year,MORTGAGE,83000.0,Verified,Fully Paid,credit_card,CA,8.79,0,11,0
10000, 36 months,10+ years,OWN,90000.0,Not Verified,Fully Paid,home_improvement,LA,4.07,0,7,0
1250, 36 months,< 1 year,RENT,14400.0,Not Verified,Charged Off,other,OH,21.33,1,9,0
3500, 36 months,2 years,MORTGAGE,44496.0,Not Verified,Fully Paid,other,PA,13.89,0,14,0
5550, 36 months,4 years,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,CA,21.58,0,17,0
1000, 36 months,3 years,MORTGAGE,32198.4,Verified,Fully Paid,other,KS,15.43,0,8,0
13000, 36 months,8 years,RENT,69996.0,Verified,Fully Paid,debt_consolidation,MA,18.22,0,10,0
3500, 36 months,< 1 year,MORTGAGE,58000.0,Not Verified,Fully Paid,major_purchase,PA,15.89,0,12,0
14400, 36 months,3 years,MORTGAGE,82500.0,Verified,Fully Paid,debt_consolidation,DC,4.29,0,14,0
14000, 36 months,3 years,RENT,69575.0,Verified,Fully Paid,debt_consolidation,PA,14.57,0,14,0
3000, 36 months,6 years,MORTGAGE,50000.0,Not Verified,Fully Paid,major_purchase,FL,14.93,0,4,0
1500, 36 months,1 year,RENT,49788.0,Not Verified,Fully Paid,other,LA,18.2,0,10,0
5000, 36 months,1 year,OWN,65000.0,Verified,Fully Paid,wedding,NY,4.23,1,14,0
9900, 36 months,3 years,RENT,39000.0,Verified,Fully Paid,debt_consolidation,NY,14.65,0,6,0
13000, 36 months,4 years,MORTGAGE,87000.0,Verified,Fully Paid,other,CA,18.36,0,6,0
13500, 36 months,< 1 year,RENT,51252.0,Not Verified,Fully Paid,debt_consolidation,NY,15.34,0,10,0
25000, 36 months,1 year,MORTGAGE,120000.0,Verified,Fully Paid,credit_card,OH,24.97,0,22,0
20000, 36 months,10+ years,MORTGAGE,163000.0,Verified,Fully Paid,debt_consolidation,VA,10.2,1,3,0
17600, 36 months,< 1 year,MORTGAGE,63300.0,Source Verified,Fully Paid,debt_consolidation,MO,10.05,0,24,0
13000, 36 months,5 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.53,0,7,0
